Mass,RT,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3,SXT-col-7d+13c6-phe-1,SXT-col-7d+13c6-phe-2,SXT-col-7d+13c6-phe-3,SXT-col-2d+13c6-phe-1,SXT-col-2d+13c6-phe-2,SXT-col-2d+13c6-phe-3
982.5851,17.96,1254005.499,1206456.398,1109617.86,868884.0003,1007017.208,861510.6897,1519734.146,1571158.147,1635619.805
533.3105,13.27,2118568.763,943729.2937,1499596.458,32099.82502,1,1,427197.376,492392.7493,454546.1141
286.0687,2.83,1224511.622,1290764.182,1256913.33,1217241.309,1205058.63,1898412.025,1068168.956,1488379.808,2051155.88
378.1081,2.93,1678487.787,1712960.983,1683445.225,1928547.803,1923848.058,1965922.436,803744.4468,1063721.37,1445687.342
466.269,14.35,1,525662.8178,1,1,1,1,1,1,1
996.617,12.33,2239288.38,1042746.704,1719917.905,22910.98095,19062.13997,21341.95981,376934.8172,501351.5691,382355.7671
273.0851,2.36,1700747.039,1544626.322,1647781.556,1764022.906,1677161.842,1713680.685,2243452.337,2304961.514,1964932.021
116.0112,1.06,439959.8008,463549.8046,458319.8607,1462403.236,1715997.162,1511374.742,899630.8983,814492.4667,629597.4272
170.0673,2.59,1,1,1,781996.971,774219.0627,792109.165,2322715.635,2394253.292,1783086.487
482.2633,13.85,1978657.79,934603.2117,1398786.387,1,1,1,342141.1049,232852.9037,300388.5568
292.2035,12.56,277310.2446,183240.2252,213942.5642,709146.2852,1929543.87,1274627.169,112673.8969,139468.4564,142036.8584
820.5328,19.3,1153527.838,1092172.711,799174.4733,1048148.479,1169577.308,933211.2888,2081047.11,2080137.259,2172034.018
448.0997,5.98,2007191.915,1637655.474,1826147.438,652147.0313,1333039.654,1068130.599,967599.7353,829348.9147,735308.5684
548.1831,14.52,668823.6179,1,1590371.95,1,1,1,1,1,1
475.2696,11.8,2080890.132,744334.1496,1276553.191,251392.8845,149009.5889,203435.3912,1064977.419,851953.0427,568638.5781
637.1394,7.43,1203484.848,1118946.919,1201302.327,1740392.453,2216529.075,2057994.476,877189.4071,1201062.46,999796.1928
673.148,3.94,2334818.562,2090341.014,2151707.985,739051.6952,956223.0529,835500.7153,1331966.495,1268914.636,1206333.072
746.2358,4.26,1,1,1,958299.6168,977543.2612,985597.1914,2027672.445,2297347.666,1514884.367
967.6667,5.78,2222102.012,2193600.839,2222286.848,1756969.934,1456359.457,1575971.335,1530392.231,1498675.013,1490743.996
472.1581,3,1529759.831,1685909.818,1739321.692,792913.067,691621.2884,868403.482,1444998.828,1628890.481,1966683.342
531.0869,5.49,1096183.45,1086451.827,1098991.147,1665419.999,1833675.817,1739676.959,1540271.631,1586841.321,1637859.111
154.0029,13.7,2493459.404,1804730.725,2146263.836,339696.2277,175549.9246,244955.5644,2165.743414,679805.1458,644666.1758
286.0685,3.13,475479.5302,935205.4421,719318.1722,771392.5199,686601.946,782442.8048,589809.6717,1285559.295,2218850.194
578.1627,4.75,2304792.069,2328541.246,2299529.607,1560157.526,1986294.355,1872114.308,1354714.388,1320099.84,1707409.927
1060.228,4.46,1788689.648,2119885.811,1975524.728,585164.6989,282218.026,366640.8121,1269000.854,950903.0662,962636.7017
348.1152,2.77,1,1,1,93604.87811,1,83112.07655,1923000.862,2085216.427,1623567.894
454.1236,5.07,612425.8023,756060.2359,645709.3346,1734779.497,2065933.052,1913724.825,584295.0702,860192.8512,641168.97
364.1791,2.02,15045.57019,2041.913327,10301.37873,6890.440498,16869.0608,30935.69153,2281199.327,1688538.433,1489535.94
808.2026,3.64,2137117.138,2078830.064,2117185.079,1017324.67,1003292.636,1144416.198,1214356.079,1063726.404,1039388.253
1018.6637,5.77,2201272.361,2181121.716,2100666.284,1223873.064,744923.5436,977427.8633,929945.2106,853114.5686,881515.9362
552.1833,7.08,958613.5851,1383929.931,1201380.31,608957.7274,925341.704,829371.4222,595232.6643,806632.9904,912730.468
829.5635,5.55,2155931.297,2134078.949,2115958.559,2058053.324,1635536.88,1800872.225,1617744.546,1589132.131,1557006.776
624.1669,4.39,2394406.29,1943390.714,1817486.317,559636.3872,488914.2769,452862.6942,1326638.209,1121917.711,1048222.637
408.2273,12.93,1,1224001.994,1,1635812.109,171123.3878,1205137.789,1,1,1
408.2273,12.99,2057250.611,1367378.996,1570572.859,1,131820.7353,164596.7689,353899.3737,361730.6686,263508.4608
451.2701,11.83,824541.9718,403236.1823,604308.0787,1652916.776,265028.2285,799691.292,172471.283,218493.1809,196078.1153
956.2298,6.36,914356.2572,850646.276,866211.4954,1711804.01,1982830.837,1849686.818,1184849.225,1208391.542,1382697.608
546.0582,3.75,1591195.582,1731757.346,1675227.055,1500511.353,1376913.196,1427587.634,1545097.675,1585234.058,1700660.438
366.1524,3.64,1078905.052,1096953.311,947834.1295,1060332.497,1160138.821,1154481.806,1161230.164,1649119.27,1868718.501
161.0474,5.93,123557.888,140765.6269,139967.7045,117544.2935,166065.2677,143325.155,215426.5622,189136.9667,232870.9575
381.1058,3.15,1275883.683,1483338.523,1378204.882,820705.6549,720594.4959,698611.4542,1007075.528,1115713.937,1835513.278
272.2346,13.5,1,1,1,1103217.267,1974537.32,1601400.72,1,1,1
678.1397,3.99,719696.5808,1850596.953,607032.3603,1663534.191,1154402.06,1166108.985,1627305.029,1347594.063,1509640.32
422.1722,3.67,1754421.46,1726921.341,1760865.55,1437208.969,1553181.83,1527390.412,1655206.234,1756632.173,1477518.015
294.0951,2.16,751305.1884,516131.5221,625698.9591,525368.3904,652701.6918,581280.4485,647903.5569,985064.8949,469405.8895
890.4661,13.76,2072634.578,1420067.765,1752405.894,428606.4281,1,1,592388.7204,1,1
220.1131,5.38,1131867.532,714093.5983,918704.8773,1662482.795,2020185.465,1855056.122,892490.4551,662460.2848,659556.8128
510.1943,2.03,2645.755339,802.1179987,1,71847.45534,80408.17872,76497.42192,646178.1979,1182500.817,1764506.842
432.1046,6.76,1764499.98,1270108.247,1533560.612,692715.3371,829039.4815,766767.6918,874302.6951,497000.929,524815.8654
543.257,11.57,2045646.788,2020941.907,2092275.7,333419.7116,282546.957,284885.228,1399269.251,1663038.862,1529933.784
915.4708,13.04,2001062.538,2389182.302,1834105.18,1,1,1,1,1,1
502.2297,13.81,1,1,1,1,1,1,3262153.496,2908629.614,2886779.637
822.5327,19.05,1,1,1,387118.2669,440368.9627,408882.3267,1,1,1
796.2877,6.75,7067.328746,877.970499,13241.02305,1925341.019,1997943.82,1953307.601,651430.9763,832607.3381,980831.3242
550.1898,2.53,1660569.776,1350319.064,1501941.072,1600148.162,2205098.807,1930810.834,504480.4232,550471.3095,704203.4319
296.235,14.5,575196.2114,227120.2951,265673.9498,105127.4183,113608.5276,90079.20051,277829.2891,231672.8701,207214.4747
257.0981,4.64,1,1,1,95675.58675,79880.30887,63073.73759,524567.1567,741296.0305,1084896.294
561.0979,3.13,1783123.339,1547265.092,1639589.352,1390700.902,1394223.781,1404240.632,1493244.437,1330064.133,1303101.746
192.0419,4.85,612345.1217,767195.8446,695736.2085,1106955.493,1428482.644,1322816.423,140134.9206,262505.3037,502295.4112
891.5227,18.11,1974433.159,1115417.527,1416823.858,1,1,1,1628397.004,2125876.562,1527240.569
298.2502,14.2,19503.4229,11328.22427,21085.49109,1003881.219,1558851.195,1331189.647,4805.894941,1,1
474.1311,12.71,1672153.736,1223008.675,1469792.001,256950.3489,367234.6871,311664.3437,1043444.484,696466.07,539021.9602
657.1528,4.31,1733840.317,1482151.85,1661155.437,724484.122,488726.4803,623612.5825,1115059.231,1009541.183,912552.8588
1063.2796,6.83,1337343.474,1184427.633,1274527.01,1009174.297,1593530.182,1336577.2,496498.9362,622283.7071,596596.8595
545.2727,12.29,1701096.984,1746292.358,1930557.383,189705.6319,130574.1408,166825.1391,1446002.321,1539159.049,1471107.582
273.9669,0.81,1256075.023,1100586.123,1180286.629,1280465.702,1378371.027,1315009.106,1215046.298,1105840.744,1013769.767
337.1159,5.97,1614393.316,1237612.48,1457348.329,966831.9817,1104827.004,978894.8329,1070010.719,731606.1024,664256.8678
154.0728,2.04,1,1,1,38353.29553,45693.68645,35311.54212,1971638.536,1414839.262,1186390.515
424.1938,4.57,1308710.639,1075698.838,1210788.634,971293.1867,1112656.721,1060300.906,1428763.327,1501875.128,1570820.792
399.1159,5.73,929894.5165,1244690.455,1127751.167,816486.2149,1030316.545,846587.7244,832071.3513,1096940.645,1482685.354
546.167,13.11,663481.6339,1236115.235,1136662.803,1795866.721,1141600.201,235312.1804,1,1,1
540.1735,5.06,195059.8248,147894.0773,160779.9455,1206892.657,1507679.217,1362350.096,211461.7414,220152.5999,145107.73
162.9763,2.26,1650238.553,1525080.684,1615625.854,1625144.618,971385.897,1677267.496,1369579.203,1461560.788,1305222.355
356.1102,2.9,787177.5565,440902.7182,792541.1628,962193.7734,928273.9795,983790.4467,355833.1909,337763.5122,565857.3815
124.0618,3.34,1,1,1,51404.84562,29923.66463,68765.7348,1769599.975,1926899.03,1386939.139
954.5213,13.23,1546151.327,970665.8907,1390788.874,245500.3756,446902.3127,86418.3899,409749.6597,459586.3921,395426.1971
515.1719,3.61,199237.3961,193101.4467,190136.9633,1662779.031,1657976.42,1725547.498,177127.3916,201616.6751,209677.3242
610.5641,16.38,1477762.426,1526822.175,1505566.311,1961989.925,296392.4016,961047.1168,1419048.624,1247664.796,1179489.528
510.2945,15.18,1,1,1,1,858991.2544,2465720.851,1,1,1
912.5468,14.4,1,27265.6938,1,1,1,115548.0291,1,1,1
449.3086,14.83,1,1,1,1,1,1,2890677.356,435711.4606,2525084.632
470.1145,4.79,1,1,1,61512.59124,81692.32292,60314.25819,1226730.85,1479445.074,527908.3913
194.043,0.95,66317.63506,64334.50558,69841.24655,69734.97016,305867.3322,380872.1786,122262.65,125130.7368,41895.1641
323.1003,2.58,1247080.589,1591132.983,1412520.404,662332.5746,647435.842,645746.7047,900583.1759,1046736.796,1336366.165
926.0966,2.72,846168.3312,796933.8566,776734.8689,1362467.139,1510526.684,1522054.143,1283287.666,1332775.245,1351185.933
948.1818,5.49,463696.7603,456452.9301,453573.7445,1567531.116,1891414.512,1739954.19,822217.1735,880117.4928,954278.8925
364.1466,2.65,21706.17615,26312.64869,28918.98246,592158.5583,553177.1533,546991.4012,1489769.193,1644046.205,1478420.909
679.4112,4.9,1817632.766,1574166.99,1691370.019,983372.6799,360547.472,660762.8496,637246.8232,512808.0491,600972.0578
762.2306,3.4,1,1,1,1350758.775,1519774.318,1372264.348,1525104.158,1688219.815,1198407.476
888.5107,14.2,1,1,1,1022658.218,2204350.104,1591556.335,1,1,1
347.1265,9.08,1437116.241,1242441.359,1325109.331,556464.736,574611.0174,566305.2962,720132.5173,746688.1152,690134.1393
508.2789,13.13,1,1,1,1156355.129,1377746.092,1165588.162,1,1,1
410.1426,3.64,686462.4551,730709.9233,709618.0109,736509.5226,774773.3242,755166.6643,688670.9286,1079363.86,1201855.533
591.1575,4.18,369596.3276,418065.1709,358387.0775,192231.228,232865.168,234122.1363,197784.9444,303817.1714,412807.9897
521.275,12.29,1555784.343,1156182.422,1372679.585,387067.767,379133.2296,400572.8699,588792.3886,547328.2663,550592.6741
794.2015,5.83,385244.9964,432129.8895,405859.7501,1576585.965,1659428.748,1645872.609,316936.9991,520458.9348,759417.7902
332.1205,2.59,1,1,1,278263.3896,315070.6035,280371.0686,1092774.89,1212155.354,880439.0015
918.2061,3.12,446541.3799,407239.2206,428157.9777,1058671.972,1136718.709,1084086.874,314123.7706,514688.0474,540376.895
466.2692,14.47,1,821918.2388,834692.932,1,1,1,10063.90565,5872.521706,1
518.2618,21.2,397391.5619,1395424.988,809595.0919,500671.3124,1,38533.35374,22998.53085,1,1
462.2739,16.64,107802.2798,1,2427380.984,1,1,1,1,1,1
348.1161,2.9,329483.1557,317254.5866,329198.454,801938.4552,901020.1275,799744.1811,1,1,184889.4534
1010.2017,3.1,359556.3647,251141.1617,252494.6699,1220074.628,1304673.286,1300276.786,239887.9318,408031.4975,276677.882
495.0862,5.17,717840.6388,660802.4638,690960.0983,1153016.034,1378735.428,1265115.744,1098232.787,1097739.044,722426.6789
342.092,2.02,324871.1489,182254.1965,364634.1426,1187446.402,1179523.036,1198113.921,267385.3873,268764.0457,355240.934
434.2423,13.51,1,1,1,1,494863.2326,1,1,1,1
310.1804,13.66,1568593.738,1,1076076.291,82691.37356,48105.17149,50423.57236,729277.6156,1,667366.6886
603.3936,4.9,1708963.873,1407978.443,1643637.308,1310873.966,700974.6611,1028181.84,990976.1518,836111.5115,948817.9225
435.0687,3.56,202859.7794,151634.1078,182460.6568,1370734.445,1429099.31,1407176.574,134705.1687,183310.9954,153313.0994
406.0363,1.24,4782.285096,14878.57688,12048.02164,378195.7858,500228.2161,436737.7575,99289.01119,104038.5896,50403.27298
942.648,5.78,1533957.302,1528783.652,1458308.759,1230320.353,880249.5771,1066412.85,936562.9568,868009.9702,957144.8669
480.0717,4.44,7074091.672,8378136.151,7455029.083,1,1,1,1,9328070.602,10008550.72
490.2299,14.24,1,1,548283.6969,1,1,1,1582289.33,1491050.484,1421622.944
548.1828,14.88,109322.7961,1,100740.2844,520873.0807,1,96978.39131,1978646.185,190302.4617,1451731.375
545.1031,6.31,1053846.792,1067672.815,930674.9396,889102.7219,872985.4761,956516.616,1023963.69,1028187.08,1056526.401
239.0867,2.02,1571.517772,560.4832974,1800.184104,131717.8583,131026.6437,138013.2836,1861183.732,1489999.149,1396513.756
899.5272,13.13,1481457.963,1012889.576,1233429.715,249102.5262,139141.1641,193363.1741,449084.5544,211028.5531,498030.7643
384.1965,17.6,948185.6383,1001078.116,1132451.959,916728.9309,848350.6924,830029.8483,1445505.955,1497948.341,1379766.552
504.2851,21.25,175717.4335,36067.4049,400359.4312,477954.047,475047.5573,36963.85549,1498485.856,1498615.293,1730260.783
462.2377,11.18,136116.2768,51705.16496,191010.8542,665807.5579,1328408.94,1064960.638,91781.75436,55378.60112,151559.1588
418.2119,11.76,426864.0598,589986.1579,582873.2728,1157456.734,1264649.508,1197352.236,481513.297,433733.3535,534450.2278
662.1449,4.34,1236564.032,1175718.232,1147702.839,1145043.189,542853.1996,780843.8325,902473.9792,833048.3248,794162.7849
1000.8169,16.43,1,1,1,1,2163409.061,1708899.639,1,1,1
425.0957,3.15,716323.9973,840138.2505,771653.9974,417160.3726,396987.5822,397223.0492,614568.9731,680843.7297,1127451.156
180.0787,2.94,1015803.27,1000478.111,997211.0345,1252108.381,1269073.002,1261052.72,366657.7226,515203.5825,750956.3812
324.1422,2.78,471483.6576,807958.1383,694176.5085,683855.7426,738250.1817,774885.8517,593527.5641,1240052.654,1339220.922
467.2652,11.06,1,15029.36776,1,1172183.794,930451.9727,1202996.79,3186.519601,6416.999519,6721.091363
893.5386,19.49,2241451.063,990362.3823,1409155.911,1,1,1,1304163.849,1623997.278,1694869.107
300.2672,16.39,869403.128,581750.4521,749209.4043,843969.7226,567776.9917,669107.4693,541488.7385,486486.3483,370589.3574
825.5515,19.51,5511838.621,2846315.3,2117932.642,1,1,1,4394233.095,4089726.594,3665088.91
307.0833,5.07,190706.4946,147684.8988,155549.7252,1047521.875,1291829.158,1220603.312,182824.3296,192968.4841,141963.378
447.2928,13.28,761847.8744,1,1,39896.51333,1,343906.971,1949386.886,1,967400.7202
159.9863,0.82,1224775.98,1114265.414,1163219.976,1262924.09,1305949.548,1263818.775,1152195.952,1089684.613,1039064.164
983.549,12.3,1379079.011,657214.6294,1033314.822,32476.68013,22955.21951,28142.88979,241081.5319,310631.6888,253839.0473
196.0587,0.97,293380.4412,301986.708,291777.797,78866.51659,1418793.886,797676.4175,370367.4109,327755.593,405790.6391
896.4633,14.43,1,1,1,1,3477332.571,1,1,1,1
165.0793,2.06,720186.3028,577835.0024,654181.6432,449526.1736,474792.9222,454196.462,1450880.902,1119031.934,1208442.168
131.0586,0.99,256214.1658,403425.4805,329652.6905,125762.1424,117209.6446,124199.124,334772.9296,607480.9047,898781.9195
534.2491,4.8,1,1,1,415660.0297,397170.3627,396229.78,1070809.994,1276389.056,852040.8387
135.9019,21.31,750117.6569,1216183.924,736315.879,1285484.686,1226271.373,1233434.808,1246138.907,705238.3012,351167.3831
802.3078,6.74,1,1,1,1372217.143,1412188.147,1307364.815,504836.1411,1325399.122,430732.2083
506.2312,12.32,1,1,1,455723.6038,1518551.942,690920.016,11166.49955,1,6440.981229
698.241,2.91,465612.7084,466973.1297,472673.4277,1096904.031,1268180.436,1186020.342,100427.9112,159147.8541,310294.6969
180.0424,2.85,117801.036,149468.0333,138593.7687,1093588.725,1311105.766,1182104.041,235937.2985,311911.6724,227233.7911
445.1675,2.04,1,1,1,52165.90024,38157.83357,38899.92487,1180607.046,981261.6907,364955.6634
546.1359,4.57,1376254.749,1427513.235,1392156.693,777939.7006,691580.7561,751907.9636,675380.712,577750.8962,116798.2743
732.2346,5.83,1,1,1,1303561.225,1360908.045,1322506.238,190844.5904,248696.9861,320765.1346
459.1594,8.27,919075.2245,902462.7291,841361.0061,699911.6,739211.1743,747079.6398,907938.5556,904663.4177,1198834.928
174.0163,1.25,301262.1459,142889.6157,223343.2964,349591.0082,426938.0498,389430.0291,397133.2248,583050.3813,144630.9384
486.0377,2.09,370351.7923,330731.0901,406199.4502,851713.232,1215397.262,959218.9947,188557.2236,410001.1275,259270.5814
410.2423,14.23,1,1,1,775921.6724,1108340.318,1021720.094,1,1,1
582.2168,13.51,1097066.989,1126074.551,1145813.213,387982.5816,96397.99485,73681.24009,197507.2076,1104490.769,1224232.494
219.1108,2.21,625155.6843,615169.9595,618529.6265,1205111.948,1282927.377,1242393.604,897368.3284,939480.0341,919957.933
348.1058,3.54,1000201.545,849637.9376,879316.2603,1051906.759,1157920.404,1090685.895,1245871.035,1201880.213,954169.8869
381.1055,6.55,933110.0422,910764.6997,954602.9572,1013816.424,1089951.936,1110206.762,691622.0782,673185.8871,604266.0714
299.1097,3.69,1,1,1,204941.9241,191750.5659,194207.4292,1263007.62,1392769.859,1012671.009
390.072,3.28,450801.272,565337.2933,516081.0862,1182634.186,1302071.704,1267205.986,224245.9736,454167.8903,618753.0105
558.2033,6.79,3128.149725,5146.630114,3700.153299,1292452.956,388639.4899,1272255.138,462073.5888,444900.8959,676620.0564
404.1317,3.47,125254.0308,158206.925,145316.46,855458.4721,1041447.569,846424.2169,224260.2176,349940.2816,342300.7883
342.0948,2.77,311253.3679,530375.9699,409742.7397,943173.9409,1003362.369,919781.4156,275332.2497,460295.0669,542601.896
516.0482,2.99,463119.1705,829937.2966,863783.4724,398168.6226,407733.6394,361518.3496,843936.9046,821501.903,838577.023
292.2035,12.66,131120.0563,108613.6891,95228.52925,538072.0891,1121518.215,855364.5138,116300.7249,113969.7271,105822.0361
516.2455,16.37,453297.4129,570170.909,557071.1085,878487.647,100867.9621,229304.9571,255654.4923,231083.4141,222004.0214
478.1189,4.56,941342.0631,1,850079.8611,493112.1335,1,628576.8926,831544.6271,863546.4552,820062.3108
552.2668,14.41,1397490.53,1,591943.6811,1,1,1,1,1,1
113.9442,6.85,1464267.394,1061023.285,1269275.174,666490.3699,771971.9599,733550.1246,695273.8978,646357.2773,442036.4273
982.4533,13.36,490767.7498,417064.1651,1248747.033,388647.8206,425894.9704,368797.0561,506917.8953,1574808.074,482513.456
402.1158,2.9,533513.7493,507276.1319,524992.3274,773933.9412,743821.0491,801566.8009,232129.0443,285523.4142,260639.7066
963.1541,3.06,768495.0646,597756.6748,663955.4059,1284018.422,1438495.326,1368245.016,716283.6852,867912.7883,730235.1755
371.0767,6.55,1060593.229,944499.68,996148.4875,1053289.892,1145911.425,1064424.977,807708.9318,748793.9235,726087.2197
162.9763,2.09,1727367.626,686286.2207,1612305.128,1153081.87,1093534.897,1,1587218.2,1048546.251,1677140.368
175.0483,1.33,192609.2626,281813.9883,216614.8995,73150.76443,56213.19482,64794.77496,238420.283,584735.5939,950648.2511
421.2575,10.65,686341.6797,852496.1054,784473.2038,667125.3047,632379.0514,654532.6923,672419.6259,850655.1699,806080.2248
170.0479,8.61,496074.7998,1211158.89,824876.6641,77739.68102,22320.96283,44451.67414,467507.7531,680560.8056,847082.6353
481.1115,6.36,689723.2743,572586.7374,610884.677,1009698.113,1232046.49,1129209.049,781028.6563,809123.0517,828644.4093
509.106,2.76,270280.4154,226829.3166,278009.4931,1061977.716,1012638.515,1085884.826,515928.2465,419624.0542,499234.2592
449.083,4.41,657027.0509,614829.3357,636105.7708,1195235.62,1195671.415,1163689.673,845647.504,804335.2641,813791.6215
400.1078,2.59,1,1,13175.73107,343532.6101,340168.3535,353215.8666,1126929.705,1164863.719,954799.6254
862.4882,13.6,35691.55009,27878.57335,39330.86269,597496.9971,1365897.578,945979.3244,19874.08564,6386.237885,12261.41769
776.2515,5.6,488531.0927,654466.7182,422320.9007,735306.2317,986452.0174,743486.372,353021.1811,612492.4308,512035.9052
384.1282,2.93,1,3928.104133,1,362981.965,320856.5258,345267.1186,1239356.462,1258244.713,996531.237
590.1624,6.03,1336167.28,1166297.435,1277120.536,417658.8382,471712.5383,491147.1962,791970.9129,838526.5774,806791.6971
616.1718,4.58,1,18627.04927,10013.92807,295454.1186,329553.108,281735.0975,1237047.169,1237075.563,533349.0248
637.1395,8.22,714924.8406,694655.3395,723974.4958,877160.3423,1208279.007,1062316.463,506711.3505,661397.7612,526388.4697
446.2419,14.2,556868.7856,433628.4438,753258.4575,62141.54471,163268.3438,39555.6145,117980.6592,186443.7315,130225.7828
465.2847,12.54,33566.81956,22669.69087,33101.37273,1289279.091,289738.044,743944.8325,3038.273381,11677.0381,1
576.0382,4.42,205448.2726,309936.4898,254596.5954,695818.0001,1074505.985,903408.1709,351762.902,413125.8581,460925.9294
148.0374,1.38,42215.11952,48830.57438,43293.90493,994741.3837,1300676.583,1269419.193,93236.72552,129121.913,58593.88839
552.1832,7.04,767476.2714,1039184.799,907311.9363,651039.243,834317.3803,872470.1637,456986.8568,780399.7734,911448.2803
561.0985,6.06,463911.661,521037.2563,514128.4256,1070366.03,938024.1142,1033446.54,690964.8826,759156.9903,1009900.999
